"ID_LOGEMENT","DATE_DEBUT","DATE_FIN"
4960,"03/02/2020","05/02/2020"
4961,"04/02/2020","06/02/2020"
4963,"04/02/2020","06/02/2020"
4988,"31/01/2020","02/02/2020"
4989,"02/02/2020","04/02/2020"
4990,"31/01/2020","02/02/2020"
4991,"01/02/2020","03/02/2020"
4992,"02/02/2020","04/02/2020"
5001,"04/02/2020","06/02/2020"
5002,"02/02/2020","04/02/2020"
5003,"02/02/2020","04/02/2020"
5013,"02/02/2020","04/02/2020"
5014,"30/01/2020","01/02/2020"
5015,"28/01/2020","30/01/2020"
5016,"30/01/2020","01/02/2020"
5017,"30/01/2020","01/02/2020"
5037,"01/02/2020","03/02/2020"
5038,"05/02/2020","07/02/2020"
5039,"29/01/2020","31/01/2020"
5040,"03/02/2020","05/02/2020"
5041,"03/02/2020","05/02/2020"
5042,"30/01/2020","01/02/2020"
5043,"29/01/2020","31/01/2020"
5044,"28/01/2020","30/01/2020"
5045,"02/02/2020","04/02/2020"
5047,"02/02/2020","04/02/2020"
5059,"05/02/2020","07/02/2020"
5060,"05/02/2020","07/02/2020"
5061,"31/01/2020","02/02/2020"
5062,"31/01/2020","02/02/2020"
5063,"02/02/2020","04/02/2020"
5064,"30/01/2020","01/02/2020"
5065,"02/02/2020","04/02/2020"
5066,"31/01/2020","02/02/2020"
5067,"01/02/2020","03/02/2020"
5068,"30/01/2020","01/02/2020"
5069,"06/02/2020","08/02/2020"
5073,"05/02/2020","07/02/2020"
5085,"31/01/2020","02/02/2020"
5086,"28/01/2020","30/01/2020"
5087,"01/02/2020","03/02/2020"
5088,"30/01/2020","01/02/2020"
5089,"28/01/2020","30/01/2020"
5090,"29/01/2020","31/01/2020"
5092,"02/02/2020","04/02/2020"
5098,"29/01/2020","31/01/2020"
5099,"01/02/2020","03/02/2020"
5100,"29/01/2020","31/01/2020"
5101,"31/01/2020","02/02/2020"
5102,"01/02/2020","03/02/2020"
5103,"05/02/2020","07/02/2020"
5104,"02/02/2020","04/02/2020"
5105,"30/01/2020","01/02/2020"
5106,"01/02/2020","03/02/2020"
5107,"02/02/2020","04/02/2020"
5115,"05/02/2020","07/02/2020"
5129,"03/02/2020","05/02/2020"
5130,"01/02/2020","03/02/2020"
5131,"28/01/2020","30/01/2020"
5132,"31/01/2020","02/02/2020"
5138,"28/01/2020","30/01/2020"
5139,"31/01/2020","02/02/2020"
5140,"02/02/2020","04/02/2020"
5141,"02/02/2020","04/02/2020"
5144,"29/01/2020","31/01/2020"
5145,"30/01/2020","01/02/2020"
5146,"31/01/2020","02/02/2020"
5147,"04/02/2020","06/02/2020"
5148,"29/01/2020","31/01/2020"
5173,"02/02/2020","04/02/2020"
5174,"03/02/2020","05/02/2020"
5175,"05/02/2020","07/02/2020"
5176,"02/02/2020","04/02/2020"
5179,"28/01/2020","30/01/2020"
5180,"05/02/2020","07/02/2020"
5185,"04/02/2020","06/02/2020"
5186,"29/01/2020","31/01/2020"
5187,"06/02/2020","08/02/2020"
5188,"28/01/2020","30/01/2020"
5190,"31/01/2020","02/02/2020"
5191,"28/01/2020","30/01/2020"
5192,"05/02/2020","07/02/2020"
5193,"29/01/2020","31/01/2020"
5194,"02/02/2020","04/02/2020"
5195,"01/02/2020","03/02/2020"
5196,"30/01/2020","01/02/2020"
5197,"04/02/2020","06/02/2020"
5214,"02/02/2020","04/02/2020"
5215,"01/02/2020","03/02/2020"
5216,"01/02/2020","03/02/2020"
5217,"29/01/2020","31/01/2020"
5218,"06/02/2020","08/02/2020"
5219,"02/02/2020","04/02/2020"
5220,"01/02/2020","03/02/2020"
5221,"06/02/2020","08/02/2020"
5222,"28/01/2020","30/01/2020"
5237,"02/02/2020","04/02/2020"
5238,"30/01/2020","01/02/2020"
5239,"31/01/2020","02/02/2020"
5240,"01/02/2020","03/02/2020"
5241,"04/02/2020","06/02/2020"
5242,"30/01/2020","01/02/2020"
5243,"29/01/2020","31/01/2020"
5252,"30/01/2020","01/02/2020"
5253,"05/02/2020","07/02/2020"
5254,"29/01/2020","31/01/2020"
5255,"06/02/2020","08/02/2020"
5256,"03/02/2020","05/02/2020"
5257,"29/01/2020","31/01/2020"
5258,"05/02/2020","07/02/2020"
5259,"31/01/2020","02/02/2020"
5260,"29/01/2020","31/01/2020"
5261,"02/02/2020","04/02/2020"
5262,"04/02/2020","06/02/2020"
5263,"28/01/2020","30/01/2020"
5264,"29/01/2020","31/01/2020"
5301,"30/01/2020","01/02/2020"
5302,"30/01/2020","01/02/2020"
5303,"01/02/2020","03/02/2020"
5304,"31/01/2020","02/02/2020"
5305,"06/02/2020","08/02/2020"
5306,"05/02/2020","07/02/2020"
5310,"01/02/2020","03/02/2020"
5311,"02/02/2020","04/02/2020"
5314,"04/02/2020","06/02/2020"
5315,"31/01/2020","02/02/2020"
5323,"30/01/2020","01/02/2020"
5324,"29/01/2020","31/01/2020"
5325,"02/02/2020","04/02/2020"
5326,"28/01/2020","30/01/2020"
5327,"04/02/2020","06/02/2020"
5328,"03/02/2020","05/02/2020"
5329,"30/01/2020","01/02/2020"
5337,"30/01/2020","01/02/2020"
5338,"01/02/2020","03/02/2020"
5339,"02/02/2020","04/02/2020"
5346,"03/02/2020","05/02/2020"
5347,"01/02/2020","03/02/2020"
5348,"02/02/2020","04/02/2020"
5349,"28/01/2020","30/01/2020"
5350,"29/01/2020","31/01/2020"
5367,"01/02/2020","03/02/2020"
5368,"05/02/2020","07/02/2020"
5389,"03/02/2020","05/02/2020"
5390,"29/01/2020","31/01/2020"
5391,"06/02/2020","08/02/2020"
5407,"02/02/2020","04/02/2020"
5408,"01/02/2020","03/02/2020"
5409,"02/02/2020","04/02/2020"
5410,"05/02/2020","07/02/2020"
5411,"28/01/2020","30/01/2020"
5412,"28/01/2020","30/01/2020"
5429,"03/02/2020","05/02/2020"
5430,"28/01/2020","30/01/2020"
5431,"05/02/2020","07/02/2020"
5432,"06/02/2020","08/02/2020"
5433,"03/02/2020","05/02/2020"
5434,"30/01/2020","01/02/2020"
5436,"28/01/2020","30/01/2020"
5437,"05/02/2020","07/02/2020"
5438,"03/02/2020","05/02/2020"
5441,"01/02/2020","03/02/2020"
5444,"03/02/2020","05/02/2020"
5445,"30/01/2020","01/02/2020"
5446,"04/02/2020","06/02/2020"
5447,"31/01/2020","02/02/2020"
5448,"03/02/2020","05/02/2020"
5449,"05/02/2020","07/02/2020"
5458,"02/02/2020","04/02/2020"
5468,"05/02/2020","07/02/2020"
5469,"03/02/2020","05/02/2020"
5470,"02/02/2020","04/02/2020"
5471,"06/02/2020","08/02/2020"
5472,"29/01/2020","31/01/2020"
5479,"04/02/2020","06/02/2020"
5480,"30/01/2020","01/02/2020"
5481,"04/02/2020","06/02/2020"
5483,"30/01/2020","01/02/2020"
5484,"30/01/2020","01/02/2020"
5485,"01/02/2020","03/02/2020"
5486,"05/02/2020","07/02/2020"
5514,"02/02/2020","04/02/2020"
5515,"01/02/2020","03/02/2020"
5516,"02/02/2020","04/02/2020"
5536,"04/02/2020","06/02/2020"
5537,"06/02/2020","08/02/2020"
5541,"01/02/2020","03/02/2020"
5542,"01/02/2020","03/02/2020"
5543,"02/02/2020","04/02/2020"
5544,"02/02/2020","04/02/2020"
5546,"28/01/2020","30/01/2020"
5547,"02/02/2020","04/02/2020"
5548,"28/01/2020","30/01/2020"
5549,"01/02/2020","03/02/2020"
5550,"01/02/2020","03/02/2020"
5551,"30/01/2020","01/02/2020"
5552,"03/02/2020","05/02/2020"
5553,"29/01/2020","31/01/2020"
5554,"04/02/2020","06/02/2020"
5568,"31/01/2020","02/02/2020"
5569,"06/02/2020","08/02/2020"
5570,"28/01/2020","30/01/2020"
5572,"05/02/2020","07/02/2020"
5573,"03/02/2020","05/02/2020"
5574,"02/02/2020","04/02/2020"
5575,"05/02/2020","07/02/2020"
5576,"28/01/2020","30/01/2020"
5605,"03/02/2020","05/02/2020"
5606,"06/02/2020","08/02/2020"
5618,"28/01/2020","30/01/2020"
5619,"04/02/2020","06/02/2020"
5620,"04/02/2020","06/02/2020"
5621,"03/02/2020","05/02/2020"
5622,"01/02/2020","03/02/2020"
5623,"03/02/2020","05/02/2020"
5624,"04/02/2020","06/02/2020"
5632,"01/02/2020","03/02/2020"
5633,"28/01/2020","30/01/2020"
5646,"29/01/2020","31/01/2020"
5647,"02/02/2020","04/02/2020"
5648,"01/02/2020","03/02/2020"
5660,"30/01/2020","01/02/2020"
5661,"03/02/2020","05/02/2020"
5662,"05/02/2020","07/02/2020"
5672,"03/02/2020","05/02/2020"
5673,"06/02/2020","08/02/2020"
5685,"31/01/2020","02/02/2020"
5686,"02/02/2020","04/02/2020"
5687,"05/02/2020","07/02/2020"
5688,"05/02/2020","07/02/2020"
5689,"31/01/2020","02/02/2020"
5690,"31/01/2020","02/02/2020"
5693,"05/02/2020","07/02/2020"
5706,"03/02/2020","05/02/2020"
5707,"03/02/2020","05/02/2020"
5708,"05/02/2020","07/02/2020"
5709,"04/02/2020","06/02/2020"
5710,"05/02/2020","07/02/2020"
5712,"28/01/2020","30/01/2020"
5713,"31/01/2020","02/02/2020"
5714,"05/02/2020","07/02/2020"
5733,"06/02/2020","08/02/2020"
5734,"01/02/2020","03/02/2020"
5737,"29/01/2020","31/01/2020"
5738,"30/01/2020","01/02/2020"
5739,"05/02/2020","07/02/2020"
5740,"04/02/2020","06/02/2020"
5766,"05/02/2020","07/02/2020"
5769,"31/01/2020","02/02/2020"
5770,"29/01/2020","31/01/2020"
5776,"06/02/2020","08/02/2020"
5781,"01/02/2020","03/02/2020"
5782,"31/01/2020","02/02/2020"
5783,"31/01/2020","02/02/2020"
5784,"03/02/2020","05/02/2020"
5791,"05/02/2020","07/02/2020"
5792,"01/02/2020","03/02/2020"
5793,"03/02/2020","05/02/2020"
5794,"06/02/2020","08/02/2020"
5810,"06/02/2020","08/02/2020"
5813,"31/01/2020","02/02/2020"
5814,"05/02/2020","07/02/2020"
5815,"03/02/2020","05/02/2020"
5816,"30/01/2020","01/02/2020"
5826,"02/02/2020","04/02/2020"
5827,"01/02/2020","03/02/2020"
5828,"31/01/2020","02/02/2020"
5829,"30/01/2020","01/02/2020"
5833,"06/02/2020","08/02/2020"
5834,"06/02/2020","08/02/2020"
5847,"29/01/2020","31/01/2020"
5848,"01/02/2020","03/02/2020"
5853,"03/02/2020","05/02/2020"
5854,"02/02/2020","04/02/2020"
5855,"29/01/2020","31/01/2020"
5871,"02/02/2020","04/02/2020"
5872,"02/02/2020","04/02/2020"
5885,"01/02/2020","03/02/2020"
5886,"01/02/2020","03/02/2020"
5887,"05/02/2020","07/02/2020"
5888,"02/02/2020","04/02/2020"
5889,"31/01/2020","02/02/2020"
5890,"29/01/2020","31/01/2020"
5891,"28/01/2020","30/01/2020"
5892,"28/01/2020","30/01/2020"
5897,"02/02/2020","04/02/2020"
5906,"02/02/2020","04/02/2020"
5907,"30/01/2020","01/02/2020"
5908,"05/02/2020","07/02/2020"
5909,"29/01/2020","31/01/2020"
5910,"01/02/2020","03/02/2020"
5915,"31/01/2020","02/02/2020"
5916,"30/01/2020","01/02/2020"
5917,"30/01/2020","01/02/2020"
5921,"02/02/2020","04/02/2020"
5922,"28/01/2020","30/01/2020"
5923,"28/01/2020","30/01/2020"
5924,"02/02/2020","04/02/2020"
5925,"30/01/2020","01/02/2020"
5926,"06/02/2020","08/02/2020"
5927,"02/02/2020","04/02/2020"
5928,"05/02/2020","07/02/2020"
5929,"03/02/2020","05/02/2020"
5930,"28/01/2020","30/01/2020"
5931,"01/02/2020","03/02/2020"
5932,"05/02/2020","07/02/2020"
5933,"03/02/2020","05/02/2020"
5934,"29/01/2020","31/01/2020"
5954,"28/01/2020","30/01/2020"
5955,"30/01/2020","01/02/2020"
5956,"31/01/2020","02/02/2020"
5957,"01/02/2020","03/02/2020"
5958,"05/02/2020","07/02/2020"
5967,"03/02/2020","05/02/2020"
5968,"02/02/2020","04/02/2020"
5969,"29/01/2020","31/01/2020"
5970,"01/02/2020","03/02/2020"
5975,"29/01/2020","31/01/2020"
5976,"05/02/2020","07/02/2020"
5977,"31/01/2020","02/02/2020"
5978,"05/02/2020","07/02/2020"
5979,"04/02/2020","06/02/2020"
5980,"03/02/2020","05/02/2020"
5997,"03/02/2020","05/02/2020"
5998,"30/01/2020","01/02/2020"
5999,"01/02/2020","03/02/2020"
6000,"01/02/2020","03/02/2020"
6001,"06/02/2020","08/02/2020"
6002,"31/01/2020","02/02/2020"
6003,"30/01/2020","01/02/2020"
6004,"01/02/2020","03/02/2020"
6005,"06/02/2020","08/02/2020"
6006,"05/02/2020","07/02/2020"
6007,"05/02/2020","07/02/2020"
6008,"29/01/2020","31/01/2020"
6009,"06/02/2020","08/02/2020"
6010,"03/02/2020","05/02/2020"
6011,"04/02/2020","06/02/2020"
6012,"05/02/2020","07/02/2020"
6023,"29/01/2020","31/01/2020"
6024,"29/01/2020","31/01/2020"
6025,"28/01/2020","30/01/2020"
6035,"29/01/2020","31/01/2020"
6036,"29/01/2020","31/01/2020"
6037,"03/02/2020","05/02/2020"
6038,"03/02/2020","05/02/2020"
6039,"28/01/2020","30/01/2020"
6041,"02/02/2020","04/02/2020"
6042,"28/01/2020","30/01/2020"
6043,"06/02/2020","08/02/2020"
6061,"03/02/2020","05/02/2020"
6062,"28/01/2020","30/01/2020"
6063,"29/01/2020","31/01/2020"
6064,"05/02/2020","07/02/2020"
6065,"28/01/2020","30/01/2020"
6069,"01/02/2020","03/02/2020"
6075,"28/01/2020","30/01/2020"
6076,"04/02/2020","06/02/2020"
6090,"03/02/2020","05/02/2020"
6091,"02/02/2020","04/02/2020"
6092,"29/01/2020","31/01/2020"
6093,"31/01/2020","02/02/2020"
6094,"28/01/2020","30/01/2020"
6100,"31/01/2020","02/02/2020"
6105,"02/02/2020","04/02/2020"
6106,"30/01/2020","01/02/2020"
6107,"31/01/2020","02/02/2020"
6108,"04/02/2020","06/02/2020"
6128,"01/02/2020","03/02/2020"
6129,"01/02/2020","03/02/2020"
6130,"29/01/2020","31/01/2020"
6131,"05/02/2020","07/02/2020"
6132,"06/02/2020","08/02/2020"
6133,"03/02/2020","05/02/2020"
6134,"04/02/2020","06/02/2020"
6135,"29/01/2020","31/01/2020"
6151,"31/01/2020","02/02/2020"
6152,"28/01/2020","30/01/2020"
6153,"05/02/2020","07/02/2020"
6154,"01/02/2020","03/02/2020"
6155,"06/02/2020","08/02/2020"
6156,"04/02/2020","06/02/2020"
6157,"29/01/2020","31/01/2020"
6175,"28/01/2020","30/01/2020"
6176,"30/01/2020","01/02/2020"
6177,"01/02/2020","03/02/2020"
6178,"29/01/2020","31/01/2020"
6179,"31/01/2020","02/02/2020"
6180,"01/02/2020","03/02/2020"
6181,"06/02/2020","08/02/2020"
6182,"05/02/2020","07/02/2020"
6183,"03/02/2020","05/02/2020"
6184,"06/02/2020","08/02/2020"
6207,"04/02/2020","06/02/2020"
6208,"06/02/2020","08/02/2020"
6209,"28/01/2020","30/01/2020"
6210,"29/01/2020","31/01/2020"
6211,"06/02/2020","08/02/2020"
6212,"01/02/2020","03/02/2020"
6213,"05/02/2020","07/02/2020"
6214,"02/02/2020","04/02/2020"
6215,"31/01/2020","02/02/2020"
6222,"03/02/2020","05/02/2020"
6228,"01/02/2020","03/02/2020"
6229,"04/02/2020","06/02/2020"
6230,"01/02/2020","03/02/2020"
6240,"01/02/2020","03/02/2020"
6241,"02/02/2020","04/02/2020"
6247,"06/02/2020","08/02/2020"
6249,"03/02/2020","05/02/2020"
6250,"05/02/2020","07/02/2020"
6260,"05/02/2020","07/02/2020"
6261,"05/02/2020","07/02/2020"
6264,"29/01/2020","31/01/2020"
6265,"06/02/2020","08/02/2020"
6298,"02/02/2020","04/02/2020"
6299,"31/01/2020","02/02/2020"
6300,"29/01/2020","31/01/2020"
6301,"02/02/2020","04/02/2020"
6302,"06/02/2020","08/02/2020"
6324,"30/01/2020","01/02/2020"
6325,"05/02/2020","07/02/2020"
6326,"03/02/2020","05/02/2020"
6327,"31/01/2020","02/02/2020"
6336,"03/02/2020","05/02/2020"
6337,"04/02/2020","06/02/2020"
6338,"30/01/2020","01/02/2020"
6339,"03/02/2020","05/02/2020"
6340,"31/01/2020","02/02/2020"
6342,"29/01/2020","31/01/2020"
6343,"31/01/2020","02/02/2020"
6344,"05/02/2020","07/02/2020"
6345,"31/01/2020","02/02/2020"
6346,"31/01/2020","02/02/2020"
6347,"02/02/2020","04/02/2020"
6348,"28/01/2020","30/01/2020"
6349,"30/01/2020","01/02/2020"
6350,"30/01/2020","01/02/2020"
6367,"28/01/2020","30/01/2020"
6368,"29/01/2020","31/01/2020"
6369,"30/01/2020","01/02/2020"
6370,"31/01/2020","02/02/2020"
6371,"06/02/2020","08/02/2020"
6372,"02/02/2020","04/02/2020"
6376,"04/02/2020","06/02/2020"
6377,"01/02/2020","03/02/2020"
6392,"05/02/2020","07/02/2020"
6393,"29/01/2020","31/01/2020"
6394,"04/02/2020","06/02/2020"
6395,"01/02/2020","03/02/2020"
6398,"02/02/2020","04/02/2020"
6399,"04/02/2020","06/02/2020"
6401,"29/01/2020","31/01/2020"
6402,"29/01/2020","31/01/2020"
6403,"28/01/2020","30/01/2020"
6404,"02/02/2020","04/02/2020"
6407,"01/02/2020","03/02/2020"
6408,"03/02/2020","05/02/2020"
6409,"02/02/2020","04/02/2020"
6410,"06/02/2020","08/02/2020"
6411,"01/02/2020","03/02/2020"
6412,"28/01/2020","30/01/2020"
6413,"30/01/2020","01/02/2020"
6414,"28/01/2020","30/01/2020"
6415,"29/01/2020","31/01/2020"
6416,"30/01/2020","01/02/2020"
6417,"03/02/2020","05/02/2020"
6441,"29/01/2020","31/01/2020"
6442,"29/01/2020","31/01/2020"
6443,"02/02/2020","04/02/2020"
6444,"04/02/2020","06/02/2020"
6445,"28/01/2020","30/01/2020"
6446,"29/01/2020","31/01/2020"
6447,"01/02/2020","03/02/2020"
6476,"03/02/2020","05/02/2020"
6477,"30/01/2020","01/02/2020"
6480,"29/01/2020","31/01/2020"
6481,"01/02/2020","03/02/2020"
6482,"01/02/2020","03/02/2020"
6483,"01/02/2020","03/02/2020"
6484,"30/01/2020","01/02/2020"
6485,"05/02/2020","07/02/2020"
6494,"01/02/2020","03/02/2020"
6495,"02/02/2020","04/02/2020"
6496,"02/02/2020","04/02/2020"
6497,"31/01/2020","02/02/2020"
6498,"29/01/2020","31/01/2020"
6499,"05/02/2020","07/02/2020"
6500,"29/01/2020","31/01/2020"
6501,"03/02/2020","05/02/2020"
6502,"05/02/2020","07/02/2020"
6503,"30/01/2020","01/02/2020"
6518,"04/02/2020","06/02/2020"
6522,"28/01/2020","30/01/2020"
6523,"28/01/2020","30/01/2020"
6530,"31/01/2020","02/02/2020"
6536,"05/02/2020","07/02/2020"
6537,"06/02/2020","08/02/2020"
6538,"05/02/2020","07/02/2020"
6542,"31/01/2020","02/02/2020"
6543,"29/01/2020","31/01/2020"
6555,"05/02/2020","07/02/2020"
6556,"01/02/2020","03/02/2020"
6557,"04/02/2020","06/02/2020"
6558,"06/02/2020","08/02/2020"
6559,"04/02/2020","06/02/2020"
6563,"30/01/2020","01/02/2020"
6577,"03/02/2020","05/02/2020"
6578,"01/02/2020","03/02/2020"
6579,"02/02/2020","04/02/2020"
6580,"01/02/2020","03/02/2020"
6592,"30/01/2020","01/02/2020"
6593,"06/02/2020","08/02/2020"
6594,"03/02/2020","05/02/2020"
6595,"29/01/2020","31/01/2020"
6596,"04/02/2020","06/02/2020"
6597,"29/01/2020","31/01/2020"
6613,"29/01/2020","31/01/2020"
6614,"04/02/2020","06/02/2020"
6615,"30/01/2020","01/02/2020"
6616,"01/02/2020","03/02/2020"
6617,"02/02/2020","04/02/2020"
6618,"04/02/2020","06/02/2020"
6619,"03/02/2020","05/02/2020"
6620,"28/01/2020","30/01/2020"
6622,"31/01/2020","02/02/2020"
6623,"02/02/2020","04/02/2020"
6624,"28/01/2020","30/01/2020"
6625,"28/01/2020","30/01/2020"
6631,"04/02/2020","06/02/2020"
6632,"05/02/2020","07/02/2020"
6633,"31/01/2020","02/02/2020"
6634,"31/01/2020","02/02/2020"
6635,"28/01/2020","30/01/2020"
6636,"05/02/2020","07/02/2020"
6639,"31/01/2020","02/02/2020"
6640,"28/01/2020","30/01/2020"
6667,"01/02/2020","03/02/2020"
6674,"28/01/2020","30/01/2020"
6675,"06/02/2020","08/02/2020"
6676,"05/02/2020","07/02/2020"
6678,"04/02/2020","06/02/2020"
6680,"06/02/2020","08/02/2020"
6681,"03/02/2020","05/02/2020"
6682,"04/02/2020","06/02/2020"
6683,"29/01/2020","31/01/2020"
6684,"31/01/2020","02/02/2020"
6708,"06/02/2020","08/02/2020"
6709,"31/01/2020","02/02/2020"
6710,"29/01/2020","31/01/2020"
6711,"31/01/2020","02/02/2020"
6733,"06/02/2020","08/02/2020"
6734,"01/02/2020","03/02/2020"
6735,"01/02/2020","03/02/2020"
6737,"04/02/2020","06/02/2020"
6751,"29/01/2020","31/01/2020"
6752,"04/02/2020","06/02/2020"
6753,"01/02/2020","03/02/2020"
6754,"01/02/2020","03/02/2020"
6755,"30/01/2020","01/02/2020"
6756,"06/02/2020","08/02/2020"
6757,"29/01/2020","31/01/2020"
6758,"30/01/2020","01/02/2020"
6759,"28/01/2020","30/01/2020"
6760,"05/02/2020","07/02/2020"
6761,"06/02/2020","08/02/2020"
6762,"06/02/2020","08/02/2020"
6764,"05/02/2020","07/02/2020"
6796,"02/02/2020","04/02/2020"
6797,"29/01/2020","31/01/2020"
6798,"29/01/2020","31/01/2020"
6799,"06/02/2020","08/02/2020"
6800,"01/02/2020","03/02/2020"
6801,"29/01/2020","31/01/2020"
6803,"05/02/2020","07/02/2020"
6812,"28/01/2020","30/01/2020"
6813,"02/02/2020","04/02/2020"
6814,"06/02/2020","08/02/2020"
6825,"30/01/2020","01/02/2020"
6826,"01/02/2020","03/02/2020"
6827,"01/02/2020","03/02/2020"
6828,"05/02/2020","07/02/2020"
6829,"28/01/2020","30/01/2020"
6830,"05/02/2020","07/02/2020"
6831,"31/01/2020","02/02/2020"
6840,"30/01/2020","01/02/2020"
6841,"04/02/2020","06/02/2020"
6842,"31/01/2020","02/02/2020"
6843,"29/01/2020","31/01/2020"
6845,"28/01/2020","30/01/2020"
6846,"30/01/2020","01/02/2020"
6847,"03/02/2020","05/02/2020"
6848,"03/02/2020","05/02/2020"
6868,"28/01/2020","30/01/2020"
6869,"30/01/2020","01/02/2020"
6870,"05/02/2020","07/02/2020"
6871,"01/02/2020","03/02/2020"
6873,"31/01/2020","02/02/2020"
6874,"02/02/2020","04/02/2020"
6875,"29/01/2020","31/01/2020"
6876,"06/02/2020","08/02/2020"
6877,"31/01/2020","02/02/2020"
6878,"01/02/2020","03/02/2020"
6879,"01/02/2020","03/02/2020"
6880,"03/02/2020","05/02/2020"
6903,"05/02/2020","07/02/2020"
6905,"29/01/2020","31/01/2020"
6906,"06/02/2020","08/02/2020"
6907,"06/02/2020","08/02/2020"
6924,"06/02/2020","08/02/2020"
6925,"02/02/2020","04/02/2020"
6926,"28/01/2020","30/01/2020"
6927,"03/02/2020","05/02/2020"
6928,"05/02/2020","07/02/2020"
6929,"03/02/2020","05/02/2020"
6930,"29/01/2020","31/01/2020"
6931,"30/01/2020","01/02/2020"
6932,"06/02/2020","08/02/2020"
6933,"02/02/2020","04/02/2020"
6934,"02/02/2020","04/02/2020"
6955,"30/01/2020","01/02/2020"
6956,"28/01/2020","30/01/2020"
6957,"28/01/2020","30/01/2020"
6958,"31/01/2020","02/02/2020"
6959,"28/01/2020","30/01/2020"
6960,"30/01/2020","01/02/2020"
6961,"29/01/2020","31/01/2020"
6962,"03/02/2020","05/02/2020"
6963,"06/02/2020","08/02/2020"
6964,"29/01/2020","31/01/2020"
6967,"30/01/2020","01/02/2020"
6970,"05/02/2020","07/02/2020"
6975,"31/01/2020","02/02/2020"
6976,"04/02/2020","06/02/2020"
6977,"29/01/2020","31/01/2020"
6993,"31/01/2020","02/02/2020"
6994,"03/02/2020","05/02/2020"
6995,"04/02/2020","06/02/2020"
6996,"05/02/2020","07/02/2020"
6999,"03/02/2020","05/02/2020"
7018,"02/02/2020","04/02/2020"
7019,"28/01/2020","30/01/2020"
7021,"03/02/2020","05/02/2020"
7022,"05/02/2020","07/02/2020"
7023,"05/02/2020","07/02/2020"
7024,"05/02/2020","07/02/2020"
7025,"30/01/2020","01/02/2020"
7032,"04/02/2020","06/02/2020"
7033,"03/02/2020","05/02/2020"
7042,"06/02/2020","08/02/2020"
7043,"30/01/2020","01/02/2020"
7045,"03/02/2020","05/02/2020"
7066,"29/01/2020","31/01/2020"
7067,"02/02/2020","04/02/2020"
7068,"28/01/2020","30/01/2020"
7069,"30/01/2020","01/02/2020"
7071,"02/02/2020","04/02/2020"
7072,"02/02/2020","04/02/2020"
7083,"04/02/2020","06/02/2020"
7084,"01/02/2020","03/02/2020"
7085,"03/02/2020","05/02/2020"
7086,"05/02/2020","07/02/2020"
7087,"28/01/2020","30/01/2020"
7110,"30/01/2020","01/02/2020"
7111,"30/01/2020","01/02/2020"
7112,"04/02/2020","06/02/2020"
7113,"01/02/2020","03/02/2020"
7114,"01/02/2020","03/02/2020"
7121,"28/01/2020","30/01/2020"
7122,"01/02/2020","03/02/2020"
7124,"31/01/2020","02/02/2020"
7125,"29/01/2020","31/01/2020"
7126,"31/01/2020","02/02/2020"
7127,"28/01/2020","30/01/2020"
7128,"03/02/2020","05/02/2020"
7129,"29/01/2020","31/01/2020"
7130,"30/01/2020","01/02/2020"
7153,"28/01/2020","30/01/2020"
7154,"05/02/2020","07/02/2020"
7155,"30/01/2020","01/02/2020"
7156,"29/01/2020","31/01/2020"
7157,"02/02/2020","04/02/2020"
7168,"01/02/2020","03/02/2020"
7169,"04/02/2020","06/02/2020"
7170,"01/02/2020","03/02/2020"
7171,"01/02/2020","03/02/2020"
7172,"29/01/2020","31/01/2020"
7175,"04/02/2020","06/02/2020"
7176,"04/02/2020","06/02/2020"
7178,"29/01/2020","31/01/2020"
7179,"01/02/2020","03/02/2020"
7180,"04/02/2020","06/02/2020"
7181,"30/01/2020","01/02/2020"
7182,"02/02/2020","04/02/2020"
7183,"04/02/2020","06/02/2020"
7211,"04/02/2020","06/02/2020"
7212,"01/02/2020","03/02/2020"
7213,"31/01/2020","02/02/2020"
7214,"06/02/2020","08/02/2020"
7215,"02/02/2020","04/02/2020"
7224,"04/02/2020","06/02/2020"
7225,"04/02/2020","06/02/2020"
7226,"06/02/2020","08/02/2020"
7227,"03/02/2020","05/02/2020"
7228,"05/02/2020","07/02/2020"
7229,"06/02/2020","08/02/2020"
7230,"06/02/2020","08/02/2020"
7247,"01/02/2020","03/02/2020"
7248,"06/02/2020","08/02/2020"
7249,"29/01/2020","31/01/2020"
7250,"02/02/2020","04/02/2020"
7251,"28/01/2020","30/01/2020"
7252,"01/02/2020","03/02/2020"
7253,"03/02/2020","05/02/2020"
7254,"29/01/2020","31/01/2020"
7256,"05/02/2020","07/02/2020"
7257,"30/01/2020","01/02/2020"
7258,"04/02/2020","06/02/2020"
7280,"05/02/2020","07/02/2020"
7281,"03/02/2020","05/02/2020"
7282,"30/01/2020","01/02/2020"
7283,"02/02/2020","04/02/2020"
7284,"05/02/2020","07/02/2020"
7285,"04/02/2020","06/02/2020"
7286,"04/02/2020","06/02/2020"
7287,"29/01/2020","31/01/2020"
7288,"03/02/2020","05/02/2020"
7289,"28/01/2020","30/01/2020"
7290,"03/02/2020","05/02/2020"
7298,"05/02/2020","07/02/2020"
7303,"02/02/2020","04/02/2020"
7304,"01/02/2020","03/02/2020"
7306,"28/01/2020","30/01/2020"
7314,"03/02/2020","05/02/2020"
7315,"30/01/2020","01/02/2020"
