"ID_HEBERGEMENT","LATITUDE","LONGITUDE","ID_USER","TYPE","NOMBRE_ETOILE","NOM","ADRESSE","EMAIL","SITE_WEB","TELEPHONE","NOTE_GLOBAL","DATE_CREATION","STATUT"
6547,46.889931,-0.931255,2,"HÔTEL",3,"HÔTEL LA CITADELLE","Grand Parc Puy du Fou CS 70025","contact@puydufou.com","http://www.puydufou.com/fr/la-citadelle","0.820.09.10.10",8,"06/06/2017","Actif"
6548,49.019773,1.139063,2,"HÔTEL",4,"BEST WESTERN PLUS HÔTEL PALAIS DES CONGRÈS","Boulevard de Normandie","manager@bw-evreux.com","http://www.bw-evreux.com","232387777",91,"21/07/2017","Actif"
6549,50.69008,3.177314,2,"HÔTEL",3,"HÔTEL IBIS LILLE ROUBAIX CENTRE","37 Bouleard du général leclerc","H1017@accor.com","http://www.accorhotels.com/fr/hotel-1017-ibis-lille-roubaix-centre/index.shtml","320450000",40,"02/08/2017","Actif"
6550,44.012766,4.421149,2,"HÔTEL",5,"LA MAISON D'UZÈS","18 RUE DU Docteur Blanchard","direction@lamaisonduzes.fr","http://www.lamaisonduzes.fr","466200700",45,"17/02/2014","Actif"
6551,48.642408,7.726818,2,"HÔTEL",2,"HÔTEL ROI SOLEIL STRASBOURG MUNDOLSHEIM","4 RUE THOMAS EDISON","strasbourg.mundolsheim@hotel-roi-soleil.com","http://www.hotel-roi-soleil.com/hotel/hotel-strasbourg-mundolsheim/","390222324",51,"02/03/2017","Actif"
6552,43.595671,3.082569,2,"HÔTEL",2,"RÊV' HÔTEL","2 avenue du docteur ménard","rev.hotel.34@orange.fr","http://www.revhotel-lamalou.fr","467956314",94,"05/09/2016","Actif"
6553,43.757821,5.897031,2,"HÔTEL",3,"HÔTEL RESTAURANT LE MAS DE LA CRÉMAILLÈRE","776 Avenue des Thermes","lacremaillere@chainethermale.fr","www.mascremailleregreoux.com","826468182",67,"11/05/2012","Actif"
6554,43.405447,-1.570707,2,"HÔTEL",3,"HÔTEL HARRETCHEA","20 chemin d'Harretxea","contact@Hotel-harretchea.com","www.hotel-harretchea.com","559222559",94,"07/03/2014","Actif"
6555,45.818797,-1.134287,2,"CAMPING",3,"CAMPING AU BON AIR","9 AVENUE PIERRE VOYER","contact@aubonair.com","http://www.aubonair.com","546850240",26,"16/05/2017","Actif"
6556,46.194039,5.260909,2,"CAMPING",NA,"AIRE NATURELLE DE BOUVENT","chemin de Curtafray","bouvent@bourgenbresse.fr","-","474451830",50,"31/12/2014","Actif"
6557,43.121699,-0.730693,2,"CAMPING",4,"CAMPING BARÉTOUS-PYRÉNÉES","Quartier Ripaude","contact@camping-pyrenees.com","http://camping-pyrenees.com","559341221",91,"08/07/2017","Actif"
6558,47.250089,-2.310587,2,"CAMPING",2,"CAMPING DES LORIETTES","121 avenue des loriettes","contact@campingdesloriettes.com","http://www.campingdesloriettes.com","240611645",61,"20/04/2017","Actif"
6559,46.221608,4.987465,2,"CAMPING",3,"CAMPING MUNICIPAL LE RENOM","240 avenue des sports","campingvonnas@wanadoo.fr","http://www.camping-renom.com","474500275",56,"23/08/2017","Actif"
6560,49.247834,1.416868,2,"HÔTEL",2,"MANOIR DE CLAIRVAL","2 rue de Seine","contact@manoirdeclairval.fr","http://www.manoirdeclairval.fr","232543717",13,"22/05/2013","Actif"
6561,48.88821,2.168432,2,"HÔTEL",4,"HÔTEL NOVOTEL PARIS RUEIL MALMAISON","21 Avenue Édouard BELIN","H1609@accor.com","http://www.accorhotels.com/fr/hotel-1609-novotel-paris-rueil-malmaison/index.shtml","147166001",37,"30/03/2016","Actif"
6562,42.479518,2.674838,2,"HÔTEL",2,"HÔTEL LE ROUSSILLON","AVENUE BEAU SOLEIL","leroussillon@chainethermale.fr","-","468393439",59,"23/11/2012","Actif"
6563,49.038643,-1.58986,2,"CAMPING",2,"CAMPING GCU AGON COUTAINVILLE","le passous impasse la mielle","coutainville5001@gcuf.fr","http://www.gcu.asso.fr/terrains/coutainville-manche-50","147639863",8,"06/01/2017","Actif"
6564,48.849008,2.340068,2,"HÔTEL",3,"HÔTEL FONTAINES DU LUXEMBOURG","4 Rue de Vaugirard","paris@luxembourghotel.com","www.hotel-Luxembourg.com","143253590",13,"16/05/2017","Actif"
6565,42.566109,8.754694,2,"HÔTEL",3,"HÔTEL MÉDITERRANÉE","Avenue Napoléon","med@langley.eu","http://www.hotel-corse-mediterranee.com/","495650858",15,"22/08/2017","Actif"
6566,44.694634,6.32223,2,"VILLAGE DE VACANCES",3,"VILLAGE CLUB DU SOLEIL ORCIÈRES MERLETTE 1850","merlette","orcieres.accueil@villagesclubsdusoleil.com","http://www.villagesclubsdusoleil.com/fr/nos-destinations/hiver/sejour-a-la-montagne/orcieres-1850","492048017",40,"23/08/2016","Actif"
6567,44.551554,3.30636,2,"VILLAGE DE VACANCES",3,"VVF VILLAGES LE COULAGNET","chemin de l'empery","marvejols@vvfvillages.fr","http://www.vvf-villages.fr/location-vacances/vacances-marvejols-vvf-villages.html","466320369",30,"31/12/2014","Actif"
6568,45.323424,6.538214,2,"RÉSIDENCE DE TOURISME",4,"LE CHALET DU SOLEIL JULIETTA","Quartier Reberty LES MENUIRES","info@chaletsdusoleil.com","http://www.chaletsdusoleil.com/fr/location-appartements-julietta-menuires.cfm","475754575",2,"08/01/2017","Actif"
6569,47.611156,7.566238,2,"HÔTEL",2,"HÔTEL RESTAURANT LE CHEVAL BLANC","6 A rue de rosenau","cheval.blanc@freesbee.fr","http://lechevalblanc.fr","389697915",48,"14/01/2015","Actif"
6570,44.688862,5.895643,2,"HÔTEL",3,"LE REFUGE DE L'ETERLOU","la joue du loup","refuge-eterlou@orange.fr","http://www.hotel-eterlou.com","492233380",94,"10/01/2012","Actif"
6571,47.898004,1.892467,2,"HÔTEL",3,"HÔTEL ESCALE OCÉANIA ORLÉANS","16 Quai Saint Laurent","escaleoceania.orleans@oceaniahotels.com","http://www.oceaniahotels.com/h/hotel-escale-oceania-orleans/presentation","238544765",66,"05/04/2017","Actif"
6572,48.126856,7.157003,2,"VILLAGE DE VACANCES",3,"VVF VILLAGES ORBEY","6 rue de la place","orbey@vvfvillages.fr","http://www.vvf-villages.fr/","389712300",32,"30/10/2013","Actif"
6573,50.411037,2.985829,2,"HÔTEL",2,"HÔTEL B&B LENS NOYELLES GODAULT","Rue de Beaumont, Lotissement Quiery 2","bb_4349@hotelbb.com","www.hotelbb.com","892788053",15,"02/03/2014","Actif"
6574,43.866951,-0.107581,2,"HÔTEL",3,"HÔTEL DU COMMERCE","Place du 4 Septembre","lecommerce-estang@orange.fr","www.lecommercehotelrestaurant.fr","562096341",82,"08/03/2017","Actif"
6575,48.775663,-3.578649,2,"HÔTEL",2,"LE QUELLEN","18 Corniche Goas Treiz","lequellen@orange.fr","http://www.le-quellen.com/","296154318",46,"23/04/2013","Actif"
6576,45.76861,4.856444,2,"HÔTEL",3,"TIMHOTEL LYON LA PART DIEU","17 RUE DU PROFESSEUR WEILL","crobert@timhotel.fr","-","478528652",88,"23/11/2012","Actif"
6577,44.828107,2.046324,2,"CAMPING",3,"CAMPING DU TOLERME","les landes","campingdutolerme@gmail.com","http://camping-du-tolerme.com","365402123",84,"17/07/2017","Actif"
6578,50.223002,1.634554,2,"CAMPING",2,"CAMPING DE LA CÔTE PICARDE","Route de Rue","info@campingbaiedesomme.com","www.campingbaiedesomme.com","322278031",83,"10/08/2012","Actif"
6579,43.282792,3.473733,2,"CAMPING",2,"CAMPING LES DUNES DORÉES","Chemin des dunes","contact@camping-sablesdor.com","http://www.camping-sablesdor.com/","04 67 94 25 34",69,"27/07/2016","Actif"
6580,45.433501,-1.144719,2,"CAMPING",2,"CAMPING MUNICIPAL DU GURP","51 ROUTE DE L'OCÉAN","camping-gurp@orange.fr","http://www.grayan-tourisme.com/h%C3%A9bergements/campings/le-gurp-2/","556094301",46,"16/06/2016","Actif"
6581,47.731565,3.598142,2,"HÔTEL",3,"LE MAS DES LILAS","1 rue du pont","hotel@lemasdeslilas.com","https://www.lemasdeslilas.fr","386536055",79,"24/07/2013","Actif"
6582,43.282734,3.519413,2,"HÔTEL",2,"SABLOTEL","1 place du Môle","hotel@sablotel.com","sablotel.com","467260004",59,"19/12/2012","Actif"
6583,43.658672,7.194803,2,"HÔTEL",4,"HÔTEL NOVOTEL NICE AÉROPORT CAP 3000","40 Avenue de Verdun","h0414@accor.com","http://www.accorhotels.com/fr/hotel-0414-novotel-nice-aeroport-cap-3000/index.shtml","493195555",80,"29/03/2016","Actif"
6584,48.88046,2.285555,2,"HÔTEL",3,"HÔTEL SAINT-CYR ÉTOILE","101 AVENUE DES TERNES","hotelsaintcyretoile@wanadoo.fr","www.hotelsaintcyretoile.fr","145748742",12,"10/01/2012","Actif"
6585,48.870919,2.32683,2,"HÔTEL",4,"HÔTEL RELAIS MADELEINE","11 BIS RUE GODOT DE MAUROY","contact@relaismadeleine.fr","http://www.relaismadeleine.fr","147422240",92,"17/04/2015","Actif"
6586,43.549913,7.030347,2,"RÉSIDENCE DE TOURISME",4,"CLARION SUITES CANNES CROISETTE","12 Rue Latour Maubourg","cannescroisette@clarionsuites-cannescroisette.com","http://www.clarionsuites-cannescroisette.com/","493949000",60,"04/03/2017","Actif"
6587,42.136624,8.616291,2,"RÉSIDENCE DE TOURISME",3,"RESIDENZA L'ALIVETU","Menasina","residenza@motel-alivetu.com","www.motel-alivetu.com","04.95.26.80.00",1,"02/03/2014","Actif"
6588,45.10713,4.277516,2,"VILLAGE DE VACANCES",3,"VVF VILLAGES TENCE","Costerousse","fguillemet@vvfvillages.fr","http://www.vvf-villages.fr/","471598112",34,"30/10/2013","Actif"
6589,44.419485,4.90724,2,"HÔTEL",4,"LE CLAIR DE LA PLUME","2 Place du Mail","info@clairplume.com","www.clairplume.com","475918130",30,"22/10/2012","Actif"
6590,43.094422,-0.056325,2,"HÔTEL",3,"HÔTEL DE LISIEUX","8 RUE de la REINE ASTRID","info@hotel-lisieux-lourdes.com","www.hotel-lisieux-lourdes.com","562942479",100,"07/05/2017","Actif"
6591,50.074154,1.537504,2,"HÔTEL",2,"HÔTEL AKENA CITY","19 Avenue du Parc","akenacityfriville@orange.fr","http://www.hotels-akena.com/hotel-akena_city_le_treport_friville_escarbotin.html","322207910",65,"04/11/2013","Actif"
6592,45.715176,-1.155876,2,"CAMPING",4,"CAMPING PALMYRE LOISIRS","28 avenue des mathes","info@palmyreloisirs.com","http://www.palmyreloisirs.com","546236766",20,"28/07/2017","Actif"
6593,49.906016,2.607635,2,"CAMPING",1,"CAMPING DE LA RENARDIÈRE","7 rue de la renardière","camping.larenardiere@orange.fr","-","03.22.76.60.19",38,"10/08/2013","Actif"
6594,47.672164,1.527631,2,"CAMPING",2,"CAMPING MUNICIPAL BELLEVUE","AVENUE DE LA LOIRE","mairie.muides@wanadoo.fr","-","02.54.87.01.56",58,"19/10/2012","Actif"
6595,43.49555,-1.270306,2,"CAMPING",3,"CAMPING LA FERME DE MIMIZAN","100 chemin de larroque","campinglafermedemimizan@orange.fr","http://www.lafermedemimizan.fr","559562151",17,"09/08/2017","Actif"
6596,45.959568,-1.382565,2,"CAMPING",3,"LES SABLES VIGNIERS PLAGE","453 ROUTE DE LA CHARDONNIèRE","accueil@camping-sablesvignierplage.com","http://www.campingsablesvignierplage.com/","546765231",38,"23/10/2016","Actif"
6597,44.420476,5.710015,2,"CAMPING",2,"CAMPING DES BARILLONS","route de Nice","campingdesbarillons@free.fr","campingdesbarillons.free.fr","630503158",34,"10/11/2012","Actif"
6598,49.359789,0.080122,2,"HÔTEL",3,"HÔTEL CONTINENTAL DEAUVILLE","1 rue Désiré le Hoc","hotelcontinental-deauville@wanadoo.fr","http://www.hotel-continental-deauville.com","231882106",52,"03/04/2016","Actif"
6599,43.700005,7.265699,2,"HÔTEL",5,"BOSCOLO HÔTEL EXEDRA NICE","12 Boulevard Victor Hugo","manager@exedranice.boscolo.com","http://nice.boscolohotels.com/","497038989",62,"08/02/2016","Actif"
6600,41.609985,9.287208,2,"HÔTEL",3,"HÔTEL MARINA CORSICA","voie d'arena - route de marina","contact@marinacorsica.com","www.hotelmarinacorsica.com","495709191",88,"22/05/2013","Actif"
6601,45.893262,5.599738,2,"HÔTEL",3,"LE RELAIS DE THÉZILLIEU","route de l'église","contact@relaisthezillieu.fr","www.relaisthezillieu.fr","474375990",92,"01/08/2016","Actif"
6602,50.370676,3.083981,2,"HÔTEL",3,"HÔTEL LE GRAND CERF","16 rue saint JEAN","hotellegrandcerf@orange.fr","http://www.hotel-legrandcerf-douai.fr/","327887960",34,"31/07/2015","Actif"
6603,49.581387,2.999724,2,"HÔTEL",3,"HÔTEL LE CÈDRE","8 rue de l'évêché","reservation@hotel-lecedre.com","www.hotel-lecedre.com","344442324",56,"23/11/2012","Actif"
6604,43.560041,1.495923,2,"HÔTEL",3,"HÔTEL ARIANE","30 rue des cosmonautes","hotelariane2@wanadoo.fr","http://hotel-ariane-toulouse.fr","561340605",76,"22/01/2013","Actif"
6605,43.571992,7.09875,2,"HÔTEL",4,"AC HOTEL AMBASSADEUR MARRIOTT ANTIBES JUAN LES PINS","50 Chemin des sables","william.lassara@marriott.com","www/marriott.com/jlpar","492937410",24,"23/02/2016","Actif"
6606,49.159935,5.383908,2,"HÔTEL",3,"HÔTEL DE MONTAULBAIN","4 rue de la Vieille Prison","contact@hoteldemontaulbain.fr","www.hoteldemontaulbain.fr","329860047",43,"05/06/2014","Actif"
6607,48.293176,4.076018,2,"HÔTEL",2,"HÔTEL IBIS BUDGET TROYES CENTRE","51 BOULEVARD DU quatorze JUILLET","h2552-re@accor.com","http://www.ibis.com/fr/france/index.shtml","892683176",18,"28/07/2015","Actif"
6608,45.426393,1.567759,2,"HÔTEL",3,"HÔTEL RESTAURANT TEYSSIER","rue du pont turgot","reservation@hotel-teyssier.com","www.hotel-teyssier.com","555731005",21,"07/09/2017","Actif"
6609,49.03339,2.581922,2,"HÔTEL",4,"HÔTEL LES HERBES FOLLES","1 rue de l'église","cb@hotelherbesfolles.fr","www.hotelherbesfolles.fr","160361718",20,"04/12/2016","Actif"
6610,48.680832,2.534777,2,"RÉSIDENCE DE TOURISME",3,"1ÈRE AVENUE VILLA VAL SENART","8 rue des 2 Communes","INFO@VSHOTEL.FR","http://vshotel.fr/","169428944",6,"17/11/2016","Actif"
6611,48.637039,-1.989905,2,"HÔTEL",2,"HÔTEL B&B SAINT-MALO CENTRE LA DÉCOUVERTE","Avenue du Général de Gaulle","bb_0155@hotelbb.com","www.hotelbb.com","892788095",60,"05/06/2014","Actif"
6612,45.306685,0.872146,2,"VILLAGE DE VACANCES",3,"VVF VILLAGES SORGES","route des bories","sorges@vvfvillages.fr","www.vvfvillages.fr","05.53.05.02.52",8,"16/07/2015","Actif"
6613,47.601976,-3.080703,2,"CAMPING",3,"CAMPING DE L' ÉTANG","67 KERLANN","contact@camping-etang.fr","www.camping-etang.fr","297521406",85,"12/06/2012","Actif"
6614,45.714074,-1.147028,2,"CAMPING",1,"CAMPING LES 3 COUPS","rue de la garenne","gerald.tramble@orange.fr","http://campingles3coups.business.site/","546224897",97,"07/06/2017","Actif"
6615,45.675874,-1.095579,2,"CAMPING",4,"CAMPING LE LOGIS DU BREUIL","36 rue du centre","info@logis-du-breuil.com","http://www.logis-du-breuil.com","546232345",82,"08/02/2016","Actif"
6616,47.799615,-4.248743,2,"CAMPING",3,"CAMPING LES VERGERS DE SQUIVIDAN","Squividan","gilles.lecompes@wanadoo.fr","www.lesvergersdesquividan.fr","298580912",4,"09/12/2017","Actif"
6617,42.766957,2.662684,2,"CAMPING",3,"CAMPING LA TOUR DE FRANCE","43 Avenue du Général de Gaulle","contact@camping-latourdefrance.fr","http://camping-latourdefrance.fr","468291610",41,"25/06/2015","Actif"
6618,44.552984,0.881484,2,"CAMPING",4,"CAMPING DES BASTIDES","terre rouge","info@campingdesbastides.com","http://www.campingdesbastides.com","553408309",37,"08/04/2017","Actif"
6619,46.531391,-1.758,2,"CAMPING",5,"CAMPING LE TRIANON","95 RUE MARéCHAL JOFFRE","reservation@ms-vacances.com","http://www.ms-vacances.com/location-camping-club-vacances/camping-les-sables-d-olonne-le-trianon/","253817000",40,"30/05/2017","Actif"
6620,45.576071,2.999474,2,"CAMPING",3,"CAMPING LA VALLÉE VERTE","ROUTE DES GRANGES","contact@valleeverte.com","http://www.valleeverte.com/","473885268",89,"24/08/2017","Actif"
6621,46.985672,3.165557,2,"HÔTEL",4,"HÔTEL MERCURE NEVERS PONT DE LOIRE","QUAI DE MEDINE","H3480@accor.com","http://www.accorhotels.com/fr/hotel-3480-hotel-mercure-nevers-pont-de-loire/index.shtml","386939386",63,"05/03/2017","Actif"
6622,44.354557,-1.09326,2,"CAMPING",5,"CAMPING AU LAC DE PARENTIS BISCARROSSE","route de Lahitte","lacdebiscarosse@gmail.com","www.camping-lac-de-biscarrosse.com","558080640",58,"05/11/2017","Actif"
6623,45.355728,1.091387,2,"CAMPING",3,"DOMAINE D'ESSENDIERAS","Château d'Essendieras","info@essendieras.fr","http://www.essendieras.fr/location/camping-aquitaine/","553553434",48,"26/06/2017","Actif"
6624,46.152496,-1.332924,2,"CAMPING",2,"CAMPING LE CLOS DE MONTAMER","50 ter rue de Montamer","clos.demontamer@wanadoo.fr","www.closdemontamer.com","546302374",75,"07/10/2017","Actif"
6625,47.869284,-4.155397,2,"CAMPING",2,"CAMPING MÉNEZ LANVEUR","MÉNEZ LANVEUR","guy.deniel@wanadoo.fr","-","02 98 56 47 62",90,"08/04/2016","Actif"
6626,45.615222,6.307309,2,"HÔTEL",2,"HÔTEL SAINTE-HÉLÈNE","1842 chemin du roy","hotelsaintehelene@wanadoo.fr","http://www.hotelalbertville.net/","479384372",30,"02/12/2013","Actif"
6627,46.819857,1.209776,2,"HÔTEL",2,"AU BOEUF COURONNÉ","9 place du Général de Gaulle","au.boeuf.couronne@hotmail.fr","www.restaurant-boeufcouronne.com","254380439",71,"07/01/2013","Actif"
6628,48.858134,2.352733,2,"HÔTEL",3,"HÔTEL SANSONNET","48 rue de la verrerie","contact@duoparis.com","-","01 42 72 72 22",66,"04/08/2014","Actif"
6629,47.682483,-2.448641,2,"HÔTEL",2,"HÔTEL DE LA GARE RESTAURANT LE SAINTE ANNE","19 AVENUE DE LA GARE","lesaintanne@wanadoo.fr","https://www.logishotels.com/fr/hotel/hotel-de-la-gare-rest-le-sainte-anne-2071?partid=661","297261147",18,"23/06/2017","Actif"
6630,47.99804,0.22318,2,"HÔTEL",3,"HÔTEL CAMPANILE LE MANS CENTRE","23 BOULEVARD PABLO NERUDA","manager.campanile.lemans@orange.fr","http://www.campanile.com/fr/hotels/campanile-le-mans-centre","243721872",61,"23/12/2016","Actif"
6631,42.438448,2.033788,2,"CAMPING",3,"CAMPING LE PUIGMAL","30 route du Puigmal","contact@camping-le-puigmal.fr","http://www.camping-le-puigmal.fr/","468047183",18,"16/06/2017","Actif"
6632,47.559132,6.435178,2,"CAMPING",3,"CAMPING LE CHAPEAU CHINOIS","92 RUE DU CHAPEAU CHINOIS","contact@camping-villersexel.com","www.camping-villersexel.com","384634060",95,"15/10/2012","Actif"
6633,48.930786,2.776459,2,"CAMPING",1,"CAMPING BLP CARAVANING","4 rue de l'ancienne église","brigitte.breton828@orange.fr","-","160016002",64,"16/08/2017","Actif"
6634,45.920082,-1.337611,2,"CAMPING",3,"CAMPING LE SOUS BOIS","avenue des pins la cotiniere","resa.lesousbois@orange.fr","http://www.camping-lesousbois-oleron.com","546472246",7,"13/11/2016","Actif"
6635,44.141026,4.986361,2,"CAMPING",2,"CAMPING LES QUEYRADES","ROUTE DE VAISON","mairie.vacqueyras@orange.fr","www.ville-vacqueyras.fr","490658424",78,"15/10/2012","Actif"
6636,47.920677,-0.683687,2,"CAMPING",3,"CAMPING VILLAGE VACANCES ET PÊCHE","Les haies","vvp.villiers.charlemagne@wanadoo.fr","http://www.vacancesetpeche.fr/le-camping/","243077168",9,"06/09/2017","Actif"
6637,48.174576,3.289624,2,"HÔTEL",2,"HÔTEL IBIS BUDGET SENS","2 AVENUE HENRI DELANNE","H7419@ACCOR.COM","http://www.ibis.com/fr/france/index.shtml","386649090",92,"10/10/2016","Actif"
6638,44.557801,6.051061,2,"HÔTEL",3,"HÔTEL LES OLIVADES","10 ROUTE DE LA GARDE MALCOMBE","les.olivades@sfr.fr","www.restaurant-les-olivades.com","492526680",75,"04/06/2016","Actif"
6639,45.903098,-1.301377,2,"CAMPING",3,"CAMPING LES FLOTS 4","175 route de La Perroche","contact@camping-les-flots.com","http://www.camping-les-flots.com","546753577",45,"18/04/2017","Actif"
6640,42.793587,3.030626,2,"CAMPING",4,"CAMPING LA SALANQUE","Chemin de l'Hourtou","lasbousigues@franceloc.fr","http://www.camping-franceloc.fr","468861486",90,"18/09/2014","Actif"
6641,44.898284,1.203711,2,"HÔTEL",3,"HÔTEL RESTAURANT LE MEYSSET","62 Route D'Argentouleau","contact@hotel-meysset.com","http://www.hotel-meysset.com","553590829",75,"15/09/2017","Actif"
6642,45.793705,3.109283,2,"HÔTEL",4,"HÔTEL DES PUYS","16 PLACE DELILLE","contact@hoteldespuys.fr","http://www.hoteldespuys.com","473919206",71,"10/02/2015","Actif"
6643,46.35752,6.145646,2,"RÉSIDENCE DE TOURISME",4,"APPART'CITY DIVONNE LES BAINS","522 AVENUE MARCEL ANTHONIOZ","divonne@appartcity.com","http://www.appartcity.com/fr/appart-hotel/geneve-divonne-les-bains-a-divonne-les-bains.html","450993800",53,"04/12/2016","Actif"
6644,48.842096,2.303207,2,"HÔTEL",3,"HÔTEL CARLADEZ CAMBRONNE","3 place du général beuret","carladez@sfr.fr","http://hotelcarladez.com","147340712",23,"26/11/2015","Actif"
6645,46.846949,5.478424,2,"HÔTEL",3,"LES MARRONNIERS","14 place Carrouge","lesmarronniers.karine@wanadoo.fr","http://hotel-marronniers-jura.jimdo.com/","384486210",81,"01/04/2013","Actif"
6646,43.475324,4.409573,2,"HÔTEL",3,"HÔTEL LE PETIT MAS DES BARRES","ROUTE D'ARLES, Départementale 570","mas-des-barres@wanadoo.fr","http://www.mas-des-barres.com","490975071",69,"23/09/2015","Actif"
6647,49.046444,4.119062,2,"HÔTEL",2,"L'AUBERGE DE LA TOURAINE CHAMPENOISE","2 rue du Magasin","contact@tourainechampenoise.com","http://www.touraine-champenoise.com/","03 26 58 91 93",42,"08/06/2014","Actif"
6648,46.147205,0.292616,2,"HÔTEL",2,"LE CADRAN","5 rue du Temple","lecadran86@orange.fr","-","549870251",93,"24/07/2013","Actif"
6649,45.165739,6.434976,2,"HÔTEL",3,"LE CHRISTIANIA HÔTEL","Avenue de la Vallée d'Or","info@christiania-hotel.com","http://christiania-hotel.com","479590057",87,"01/05/2017","Actif"
6650,48.497876,-1.843477,2,"HÔTEL",3,"SAINT-MALO GOLF RESORT","Domaine de Saint-Yvieux","saintmalogolf@st-malo.com","www.saintmalogolf.com","299589669",37,"07/07/2017","Actif"
6651,48.611766,7.713554,2,"HÔTEL",4,"HÔTEL KYRIAD PRESTIGE STRASBOURG NORD SCHILTIGHEIM","2 avenue de l'Europe","kyriaddirection@orange.fr","https://www.kyriad.com/fr/hotels/kyriad-prestige-strasbourg-nord-schiltigheim","390226060",77,"07/05/2017","Actif"
6652,46.49623,-1.792864,2,"HÔTEL",2,"HÔTEL D'ANGLETERRE","15 QUAI GUINE","semo4@wanadoo.fr","http://www.hotel-sablesdolonne.fr/","251210328",8,"14/12/2012","Actif"
6653,46.910361,6.335794,2,"HÔTEL",2,"HÔTEL IBIS BUDGET PONTARLIER","29 rue Denis Papin","h7418@accor.com","www.ibis.com","381467178",76,"29/12/2014","Actif"
6654,44.966486,4.893226,2,"HÔTEL",3,"HÔTEL CAMPANILE VALENCE NORD","Route de Châteauneuf","campanilevalence@wanadoo.fr","http://www.hotel-campanile-valence.fr","475829297",44,"18/04/2017","Actif"
6655,49.389373,-1.04604,2,"HÔTEL",2,"HÔTEL LE DUGUESCLIN","4 quai crampon","duguesclin3@wanadoo.fr","http://www.leduguesclin.eu/","231226422",42,"18/06/2014","Actif"
6656,43.54097,3.800393,2,"HÔTEL",3,"HÔTEL IBIS MONTPELLIER FABRÈGUES","Autoroute A9 Aire De Montpellier-Fabrègues","h1020@accor.com","http://www.accorhotels.com/fr/hotel-1020-ibis-montpellier-fabregues/index.shtml","467851676",32,"17/05/2017","Actif"
6657,44.04944,4.283145,2,"HÔTEL",4,"LA MAISON D'ULYSSE","PLACE ULYSSE DUMAS","contact@lamaisondulysse.com","www.lamaisondulysse.com","466813841",51,"30/06/2016","Actif"
6658,43.525537,5.451738,2,"HÔTEL",2,"HÔTEL CARDINAL","24 RUE CARDINALE","24cardinal@wanadoo.fr","http://www.hotel-cardinal-aix.com","442383230",28,"15/06/2017","Actif"
6659,42.802949,0.59835,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE LES PICS D'ARAN","31 rue Rémy Comet","luchon@lagrange-holidays.com","http://www.vacances-lagrange.com/vacances-location-mer-montagne,logements-pyrenees-andorra,luchon-LUCHON-L-PICS-residence.html#residence","561883338",46,"27/02/2015","Actif"
6660,48.866564,2.372847,2,"HÔTEL",3,"HÔTEL IBIS STYLES VOLTAIRE RÉPUBLIQUE","39 RUE JEAN PIERRE TIMBAUD","h7119@accor.com","http://www.accorhotels.com/fr/hotel-7119-ibis-styles-paris-voltaire-republique/location.shtml","148066497",31,"14/03/2016","Actif"
6661,46.108784,4.750363,2,"HÔTEL",2,"L'ANGE COURONNÉ","18  RUE DE LA RÉPUBLIQUE","angecouronne@wanadoo.fr","http://angecouronne.com","474664200",9,"01/06/2017","Actif"
6662,49.506048,0.203745,2,"HÔTEL",2,"HÔTEL B&B LE HAVRE 2","Rue des Courtines","bb_4241@hotelbb.com","www.hotelbb.com","892707526",97,"26/03/2014","Actif"
6663,48.522324,2.361721,2,"HÔTEL",3,"HÔTEL DE L'ÎLE DE SAUSSAY","14 bis route de ballancourt","contact@hotel-iledusaussay.com","http://www.hotel-iledusaussay.com","164932012",11,"23/09/2015","Actif"
6664,45.315031,6.540263,2,"RÉSIDENCE DE TOURISME",2,"RÉSIDENCE PIERRE ET VACANCES LES TEMPLES DU SOLEIL","Rue du Soleil","bjbe@fr.groupepvcp.com","http://www.pierreetvacances.com","479093030",97,"04/04/2013","Actif"
6665,45.766425,4.895838,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE APPART'CITY LYON VILLEURBANNE","314 COURS EMILE ZOLA","lyon-villeurbanne@appartcity.com","https://www.appartcity.com/fr/appart-hotel/lyon-villeurbanne-a-villeurbanne.html","472049770",38,"23/06/2017","Actif"
6666,46.085921,6.719268,2,"RÉSIDENCE DE TOURISME",3,"CHALET RÉSIDENCE LA RENARDIÈRE","93 chemin des Forestiers","renardiere@renardiere.com","www.renardiere.com","450344562",88,"18/07/2017","Actif"
6667,44.675777,5.436926,2,"CAMPING",4,"CAMPING L'HIRONDELLE","Bois de Saint-Ferréol","contact@campinghirondelle.com","http://www.campinghirondelle.com","475218208",21,"07/10/2017","Actif"
6668,46.470358,-1.176145,2,"HÔTEL",3,"HÔTEL AU FIL DES SAISONS","55 route de la roche","hotel-restaurant-aufildessaisons@orange.fr","http://www.aufildessaisons-vendee.fr/","251561132",37,"03/09/2017","Actif"
6669,45.691287,5.912903,2,"HÔTEL",2,"LE REVOTEL","198 RUE DE GENèVE","revotel@wanadoo.fr","http://www.revotel.fr","479350337",10,"24/11/2016","Actif"
6670,41.585799,9.306243,2,"HÔTEL",4,"HÔTEL ISULELLA","Route de Palombaggia","contact@isulella-hotel.com","http://www.isulella-hotel.com/","495537882",2,"08/01/2016","Actif"
